Time (Unix),Time (yyyy-mm-dd hh:mm:ss),Value
1721676960,2024-07-22 19:36:00,0.168056178
1721677020,2024-07-22 19:37:00,0.153901847
1721677080,2024-07-22 19:38:00,0.145996296
1721677140,2024-07-22 19:39:00,0.138042986
1721677200,2024-07-22 19:40:00,0.127789617
1721677260,2024-07-22 19:41:00,0.11830006
1721677320,2024-07-22 19:42:00,0.112309095
1721677380,2024-07-22 19:43:00,0.099554817
1721677440,2024-07-22 19:44:00,0.1067752
1721677500,2024-07-22 19:45:00,0.102839315
1721677560,2024-07-22 19:46:00,0.106162034
1721677620,2024-07-22 19:47:00,0.092398785
1721677680,2024-07-22 19:48:00,0.064608219
1721677740,2024-07-22 19:49:00,0.028960246
1721677800,2024-07-22 19:50:00,0.042956162
1721677860,2024-07-22 19:51:00,0.086066852
1721677920,2024-07-22 19:52:00,0.112951104
1721677980,2024-07-22 19:53:00,0.144692884
1721678040,2024-07-22 19:54:00,0.142114587
1721678100,2024-07-22 19:55:00,0.090882992
1721678160,2024-07-22 19:56:00,0.046118831
1721678220,2024-07-22 19:57:00,-0.00772225
1721678280,2024-07-22 19:58:00,-0.036359881
1721678340,2024-07-22 19:59:00,-0.048410904
1721741400,2024-07-23 13:30:00,0.198998818
1721741460,2024-07-23 13:31:00,0.247435508
1721741520,2024-07-23 13:32:00,0.219656442
1721741580,2024-07-23 13:33:00,0.275145134
1721741640,2024-07-23 13:34:00,0.314701857
1721741700,2024-07-23 13:35:00,0.328944853
1721741760,2024-07-23 13:36:00,0.273726176
1721741820,2024-07-23 13:37:00,0.430005262
1721741880,2024-07-23 13:38:00,0.48836289
1721741940,2024-07-23 13:39:00,0.58703211
1721742000,2024-07-23 13:40:00,0.511066034
1721742060,2024-07-23 13:41:00,0.467701546
1721742120,2024-07-23 13:42:00,0.406459266
1721742180,2024-07-23 13:43:00,0.275269909
1721742240,2024-07-23 13:44:00,0.053679731
1721742300,2024-07-23 13:45:00,-0.128304366
1721742360,2024-07-23 13:46:00,-0.289580746
1721742420,2024-07-23 13:47:00,-0.396108043
1721742480,2024-07-23 13:48:00,-0.413048711
1721742540,2024-07-23 13:49:00,-0.415591415
1721742600,2024-07-23 13:50:00,-0.494214998
1721742660,2024-07-23 13:51:00,-0.599641282
1721742720,2024-07-23 13:52:00,-0.721674509
1721742780,2024-07-23 13:53:00,-0.816239864
1721742840,2024-07-23 13:54:00,-0.827580357
1721742900,2024-07-23 13:55:00,-0.845381822
1721742960,2024-07-23 13:56:00,-0.793854402
1721743020,2024-07-23 13:57:00,-0.786716345
1721743080,2024-07-23 13:58:00,-0.762984632
1721743140,2024-07-23 13:59:00,-0.763066229
1721743200,2024-07-23 14:00:00,-0.739070144
1721743260,2024-07-23 14:01:00,-0.720031956
1721743320,2024-07-23 14:02:00,-0.781508795
1721743380,2024-07-23 14:03:00,-0.821685706
1721743440,2024-07-23 14:04:00,-0.805899687
1721743500,2024-07-23 14:05:00,-0.777567055
1721743560,2024-07-23 14:06:00,-0.757277192
1721743620,2024-07-23 14:07:00,-0.753890237
1721743680,2024-07-23 14:08:00,-0.712331908
1721743740,2024-07-23 14:09:00,-0.698034848
1721743800,2024-07-23 14:10:00,-0.650104845
1721743860,2024-07-23 14:11:00,-0.620300942
1721743920,2024-07-23 14:12:00,-0.635351434
1721743980,2024-07-23 14:13:00,-0.648677587
1721744040,2024-07-23 14:14:00,-0.64454648
1721744100,2024-07-23 14:15:00,-0.662682548
1721744160,2024-07-23 14:16:00,-0.635987074
1721744220,2024-07-23 14:17:00,-0.589324955
1721744280,2024-07-23 14:18:00,-0.526107341
1721744340,2024-07-23 14:19:00,-0.468986904
1721744400,2024-07-23 14:20:00,-0.407123463
1721744460,2024-07-23 14:21:00,-0.342647851
1721744520,2024-07-23 14:22:00,-0.318541341
1721744580,2024-07-23 14:23:00,-0.328730927
1721744640,2024-07-23 14:24:00,-0.321799908
1721744700,2024-07-23 14:25:00,-0.269633441
1721744760,2024-07-23 14:26:00,-0.202148791
1721744820,2024-07-23 14:27:00,-0.161674506
1721744880,2024-07-23 14:28:00,-0.099898078
1721744940,2024-07-23 14:29:00,-0.084741069
1721745000,2024-07-23 14:30:00,-0.09435605
1721745060,2024-07-23 14:31:00,-0.080240653
1721745120,2024-07-23 14:32:00,-0.042732115
1721745180,2024-07-23 14:33:00,-0.047152125
1721745240,2024-07-23 14:34:00,-0.02296322
1721745300,2024-07-23 14:35:00,-0.012923898
1721745360,2024-07-23 14:36:00,0.010245643
1721745420,2024-07-23 14:37:00,0.021501031
1721745480,2024-07-23 14:38:00,-0.024170685
1721745540,2024-07-23 14:39:00,-0.045326922
1721745600,2024-07-23 14:40:00,-0.096477513
1721745660,2024-07-23 14:41:00,-0.098183788
1721745720,2024-07-23 14:42:00,-0.041939032
1721745780,2024-07-23 14:43:00,-0.026112638
1721745840,2024-07-23 14:44:00,-0.025780134
1721745900,2024-07-23 14:45:00,-0.124143214
1721745960,2024-07-23 14:46:00,-0.236488724
1721746020,2024-07-23 14:47:00,-0.361540178
1721746080,2024-07-23 14:48:00,-0.436409093
1721746140,2024-07-23 14:49:00,-0.511632213
1721746200,2024-07-23 14:50:00,-0.580691556
1721746260,2024-07-23 14:51:00,-0.668066351
1721746320,2024-07-23 14:52:00,-0.720142143
1721746380,2024-07-23 14:53:00,-0.747542355
1721746440,2024-07-23 14:54:00,-0.755305571
1721746500,2024-07-23 14:55:00,-0.752780392
1721746560,2024-07-23 14:56:00,-0.686454621
1721746620,2024-07-23 14:57:00,-0.61861016
1721746680,2024-07-23 14:58:00,-0.57240598
1721746740,2024-07-23 14:59:00,-0.493753634
1721746800,2024-07-23 15:00:00,-0.426903463
1721746860,2024-07-23 15:01:00,-0.339349587
1721746920,2024-07-23 15:02:00,-0.270475757
1721746980,2024-07-23 15:03:00,-0.186708787
1721747040,2024-07-23 15:04:00,-0.121129437
1721747100,2024-07-23 15:05:00,-0.062202831
1721747160,2024-07-23 15:06:00,-0.012135514
1721747220,2024-07-23 15:07:00,0.035206521
1721747280,2024-07-23 15:08:00,0.102210035
1721747340,2024-07-23 15:09:00,0.163911249
1721747400,2024-07-23 15:10:00,0.179273611
1721747460,2024-07-23 15:11:00,0.212400548
1721747520,2024-07-23 15:12:00,0.23673988
1721747580,2024-07-23 15:13:00,0.257889615
1721747640,2024-07-23 15:14:00,0.285481121
1721747700,2024-07-23 15:15:00,0.297064424
1721747760,2024-07-23 15:16:00,0.313842632
1721747820,2024-07-23 15:17:00,0.339996012
1721747880,2024-07-23 15:18:00,0.376802267
1721747940,2024-07-23 15:19:00,0.416501729
1721748000,2024-07-23 15:20:00,0.422397299
1721748060,2024-07-23 15:21:00,0.40277819
1721748120,2024-07-23 15:22:00,0.386502498
1721748180,2024-07-23 15:23:00,0.359279064
1721748240,2024-07-23 15:24:00,0.338418778
1721748300,2024-07-23 15:25:00,0.335991843
1721748360,2024-07-23 15:26:00,0.308722971
1721748420,2024-07-23 15:27:00,0.295000373
1721748480,2024-07-23 15:28:00,0.257751963
1721748540,2024-07-23 15:29:00,0.249572349
1721748600,2024-07-23 15:30:00,0.215989205
1721748660,2024-07-23 15:31:00,0.198783162
1721748720,2024-07-23 15:32:00,0.211994574
1721748780,2024-07-23 15:33:00,0.177410983
1721748840,2024-07-23 15:34:00,0.143499498
1721748900,2024-07-23 15:35:00,0.117385378
1721748960,2024-07-23 15:36:00,0.064317216
1721749020,2024-07-23 15:37:00,0.031244244
1721749080,2024-07-23 15:38:00,0.032744972
1721749140,2024-07-23 15:39:00,0.043279788
1721749200,2024-07-23 15:40:00,0.030299604
1721749260,2024-07-23 15:41:00,0.024562996
1721749320,2024-07-23 15:42:00,0.076434737
1721749380,2024-07-23 15:43:00,0.139337842
1721749440,2024-07-23 15:44:00,0.164999957
1721749500,2024-07-23 15:45:00,0.179348338
1721749560,2024-07-23 15:46:00,0.208074297
1721749620,2024-07-23 15:47:00,0.211457036
1721749680,2024-07-23 15:48:00,0.229215512
1721749740,2024-07-23 15:49:00,0.239718985
1721749800,2024-07-23 15:50:00,0.241259666
1721749860,2024-07-23 15:51:00,0.233989719
1721749920,2024-07-23 15:52:00,0.209816516
1721749980,2024-07-23 15:53:00,0.205238462
1721750040,2024-07-23 15:54:00,0.18416405
1721750100,2024-07-23 15:55:00,0.162355162
1721750160,2024-07-23 15:56:00,0.120284323
1721750220,2024-07-23 15:57:00,0.077185125
1721750280,2024-07-23 15:58:00,0.064866551
1721750340,2024-07-23 15:59:00,0.036527308
1721750400,2024-07-23 16:00:00,0.03185665
1721750460,2024-07-23 16:01:00,-0.008860893
1721750520,2024-07-23 16:02:00,-0.049061123
1721750580,2024-07-23 16:03:00,-0.080372858
1721750640,2024-07-23 16:04:00,-0.094017404
1721750700,2024-07-23 16:05:00,-0.12758373
1721750760,2024-07-23 16:06:00,-0.133825339
1721750820,2024-07-23 16:07:00,-0.120374459
1721750880,2024-07-23 16:08:00,-0.082043718
1721750940,2024-07-23 16:09:00,-0.077801187
1721751000,2024-07-23 16:10:00,-0.106065857
1721751060,2024-07-23 16:11:00,-0.125557939
1721751120,2024-07-23 16:12:00,-0.15089381
1721751180,2024-07-23 16:13:00,-0.159603182
1721751240,2024-07-23 16:14:00,-0.16101818
1721751300,2024-07-23 16:15:00,-0.177043969
1721751360,2024-07-23 16:16:00,-0.208634043
1721751420,2024-07-23 16:17:00,-0.237476021
1721751480,2024-07-23 16:18:00,-0.259767872
1721751540,2024-07-23 16:19:00,-0.300589489
1721751600,2024-07-23 16:20:00,-0.325684608
1721751660,2024-07-23 16:21:00,-0.355466999
1721751720,2024-07-23 16:22:00,-0.387521385
1721751780,2024-07-23 16:23:00,-0.437088538
1721751840,2024-07-23 16:24:00,-0.462406524
1721751900,2024-07-23 16:25:00,-0.490933076
1721751960,2024-07-23 16:26:00,-0.474981708
1721752020,2024-07-23 16:27:00,-0.458267881
1721752080,2024-07-23 16:28:00,-0.457899294
1721752140,2024-07-23 16:29:00,-0.453548985
1721752200,2024-07-23 16:30:00,-0.460575393
1721752260,2024-07-23 16:31:00,-0.445866448
1721752320,2024-07-23 16:32:00,-0.409118797
1721752380,2024-07-23 16:33:00,-0.368167005
1721752440,2024-07-23 16:34:00,-0.347761275
1721752500,2024-07-23 16:35:00,-0.309862071
1721752560,2024-07-23 16:36:00,-0.290191047
1721752620,2024-07-23 16:37:00,-0.291822113
1721752680,2024-07-23 16:38:00,-0.292566429
1721752740,2024-07-23 16:39:00,-0.280242842
1721752800,2024-07-23 16:40:00,-0.255428148
1721752860,2024-07-23 16:41:00,-0.241172439
1721752920,2024-07-23 16:42:00,-0.204001472
1721752980,2024-07-23 16:43:00,-0.179103404
1721753040,2024-07-23 16:44:00,-0.173812856
1721753100,2024-07-23 16:45:00,-0.167216412
1721753160,2024-07-23 16:46:00,-0.147682258
1721753220,2024-07-23 16:47:00,-0.132784761
1721753280,2024-07-23 16:48:00,-0.081301141
1721753340,2024-07-23 16:49:00,-0.058394019
1721753400,2024-07-23 16:50:00,-0.052146056
1721753460,2024-07-23 16:51:00,-0.058223624
1721753520,2024-07-23 16:52:00,-0.083860195
1721753580,2024-07-23 16:53:00,-0.102998133
1721753640,2024-07-23 16:54:00,-0.107237849
1721753700,2024-07-23 16:55:00,-0.147628079
1721753760,2024-07-23 16:56:00,-0.173601871
1721753820,2024-07-23 16:57:00,-0.232657099
1721753880,2024-07-23 16:58:00,-0.255134477
1721753940,2024-07-23 16:59:00,-0.242316074
1721754000,2024-07-23 17:00:00,-0.212392642
1721754060,2024-07-23 17:01:00,-0.156581489
1721754120,2024-07-23 17:02:00,-0.118712564
1721754180,2024-07-23 17:03:00,-0.064101724
1721754240,2024-07-23 17:04:00,-0.030947342
1721754300,2024-07-23 17:05:00,-0.036527843
1721754360,2024-07-23 17:06:00,-0.027321365
1721754420,2024-07-23 17:07:00,0.007564865
1721754480,2024-07-23 17:08:00,0.024201486
1721754540,2024-07-23 17:09:00,0.028584007
1721754600,2024-07-23 17:10:00,0.026905537
1721754660,2024-07-23 17:11:00,-0.026567971
1721754720,2024-07-23 17:12:00,-0.073744446
1721754780,2024-07-23 17:13:00,-0.062002432
1721754840,2024-07-23 17:14:00,-0.02894641
1721754900,2024-07-23 17:15:00,0.015613681
1721754960,2024-07-23 17:16:00,0.037288809
1721755020,2024-07-23 17:17:00,0.05334324
1721755080,2024-07-23 17:18:00,0.077279409
1721755140,2024-07-23 17:19:00,0.092679206
1721755200,2024-07-23 17:20:00,0.104565894
1721755260,2024-07-23 17:21:00,0.116189187
1721755320,2024-07-23 17:22:00,0.12366055
1721755380,2024-07-23 17:23:00,0.127315202
1721755440,2024-07-23 17:24:00,0.122337904
1721755500,2024-07-23 17:25:00,0.129233322
1721755560,2024-07-23 17:26:00,0.153720235
1721755620,2024-07-23 17:27:00,0.164731688
1721755680,2024-07-23 17:28:00,0.158718078
1721755740,2024-07-23 17:29:00,0.134089545
1721755800,2024-07-23 17:30:00,0.087100358
1721755860,2024-07-23 17:31:00,0.077994866
1721755920,2024-07-23 17:32:00,0.070147601
1721755980,2024-07-23 17:33:00,0.051497492
1721756040,2024-07-23 17:34:00,0.021126068
1721756100,2024-07-23 17:35:00,0.021013686
1721756160,2024-07-23 17:36:00,0.027506678
1721756220,2024-07-23 17:37:00,0.026656383
1721756280,2024-07-23 17:38:00,-0.00422811
1721756340,2024-07-23 17:39:00,-0.010819343
1721756400,2024-07-23 17:40:00,-0.012677212
1721756460,2024-07-23 17:41:00,-0.034729078
1721756520,2024-07-23 17:42:00,-0.045228642
1721756580,2024-07-23 17:43:00,-0.046158743
1721756640,2024-07-23 17:44:00,-0.049057725
1721756700,2024-07-23 17:45:00,-0.037902709
1721756760,2024-07-23 17:46:00,-0.0149704
1721756820,2024-07-23 17:47:00,0.010920957
1721756880,2024-07-23 17:48:00,0.036322779
1721756940,2024-07-23 17:49:00,0.046804289
1721757000,2024-07-23 17:50:00,0.054873799
1721757060,2024-07-23 17:51:00,0.044544511
1721757120,2024-07-23 17:52:00,0.043203394
1721757180,2024-07-23 17:53:00,0.051823278
1721757240,2024-07-23 17:54:00,0.06138446
1721757300,2024-07-23 17:55:00,0.072164481
1721757360,2024-07-23 17:56:00,0.094545813
1721757420,2024-07-23 17:57:00,0.109320409
1721757480,2024-07-23 17:58:00,0.093803977
1721757540,2024-07-23 17:59:00,0.093477382
1721757600,2024-07-23 18:00:00,0.080062786
1721757660,2024-07-23 18:01:00,0.080749781
1721757720,2024-07-23 18:02:00,0.065067514
1721757780,2024-07-23 18:03:00,0.040073516
1721757840,2024-07-23 18:04:00,0.02482097
1721757900,2024-07-23 18:05:00,0.026947084
1721757960,2024-07-23 18:06:00,0.032613445
1721758020,2024-07-23 18:07:00,0.047370698
1721758080,2024-07-23 18:08:00,0.086472583
1721758140,2024-07-23 18:09:00,0.136863262
1721758200,2024-07-23 18:10:00,0.164421049
1721758260,2024-07-23 18:11:00,0.182119931
1721758320,2024-07-23 18:12:00,0.192730509
1721758380,2024-07-23 18:13:00,0.191667793
1721758440,2024-07-23 18:14:00,0.199819024
1721758500,2024-07-23 18:15:00,0.214529885
1721758560,2024-07-23 18:16:00,0.216199878
1721758620,2024-07-23 18:17:00,0.193505998
1721758680,2024-07-23 18:18:00,0.175116139
1721758740,2024-07-23 18:19:00,0.170279455
1721758800,2024-07-23 18:20:00,0.170101661
1721758860,2024-07-23 18:21:00,0.158084281
1721758920,2024-07-23 18:22:00,0.146213295
1721758980,2024-07-23 18:23:00,0.134297128
1721759040,2024-07-23 18:24:00,0.120495035
1721759100,2024-07-23 18:25:00,0.078808552
1721759160,2024-07-23 18:26:00,0.050570897
1721759220,2024-07-23 18:27:00,0.004298422
1721759280,2024-07-23 18:28:00,-0.039287118
1721759340,2024-07-23 18:29:00,-0.083621234
1721759400,2024-07-23 18:30:00,-0.124574503
1721759460,2024-07-23 18:31:00,-0.130511399
1721759520,2024-07-23 18:32:00,-0.116125647
1721759580,2024-07-23 18:33:00,-0.120283526
1721759640,2024-07-23 18:34:00,-0.131743021
1721759700,2024-07-23 18:35:00,-0.132032448
1721759760,2024-07-23 18:36:00,-0.131297014
1721759820,2024-07-23 18:37:00,-0.123082107
1721759880,2024-07-23 18:38:00,-0.120053538
1721759940,2024-07-23 18:39:00,-0.105543365
1721760000,2024-07-23 18:40:00,-0.110418376
1721760060,2024-07-23 18:41:00,-0.099442178
1721760120,2024-07-23 18:42:00,-0.099760631
1721760180,2024-07-23 18:43:00,-0.109243628
1721760240,2024-07-23 18:44:00,-0.116234083
1721760300,2024-07-23 18:45:00,-0.122763538
1721760360,2024-07-23 18:46:00,-0.1161178
1721760420,2024-07-23 18:47:00,-0.110784327
1721760480,2024-07-23 18:48:00,-0.101753437
1721760540,2024-07-23 18:49:00,-0.090646575
1721760600,2024-07-23 18:50:00,-0.075758332
1721760660,2024-07-23 18:51:00,-0.039745511
1721760720,2024-07-23 18:52:00,-0.009083095
1721760780,2024-07-23 18:53:00,0.020308633
1721760840,2024-07-23 18:54:00,0.023480971
1721760900,2024-07-23 18:55:00,0.026097692
1721760960,2024-07-23 18:56:00,0.03702421
1721761020,2024-07-23 18:57:00,0.04177263
1721761080,2024-07-23 18:58:00,0.045216291
1721761140,2024-07-23 18:59:00,0.073723817
1721761200,2024-07-23 19:00:00,0.083468188
1721761260,2024-07-23 19:01:00,0.095918984
1721761320,2024-07-23 19:02:00,0.094617254
1721761380,2024-07-23 19:03:00,0.119625674
1721761440,2024-07-23 19:04:00,0.127493517
1721761500,2024-07-23 19:05:00,0.140979792
1721761560,2024-07-23 19:06:00,0.149939355
1721761620,2024-07-23 19:07:00,0.153255943
1721761680,2024-07-23 19:08:00,0.168865738
1721761740,2024-07-23 19:09:00,0.179968959
1721761800,2024-07-23 19:10:00,0.184223973
1721761860,2024-07-23 19:11:00,0.198022357
1721761920,2024-07-23 19:12:00,0.223527959
1721761980,2024-07-23 19:13:00,0.231391004
1721762040,2024-07-23 19:14:00,0.214173834
1721762100,2024-07-23 19:15:00,0.18707578
1721762160,2024-07-23 19:16:00,0.156134845
1721762220,2024-07-23 19:17:00,0.129715197
1721762280,2024-07-23 19:18:00,0.120293362
1721762340,2024-07-23 19:19:00,0.119525904
1721762400,2024-07-23 19:20:00,0.1046474
1721762460,2024-07-23 19:21:00,0.117476522
1721762520,2024-07-23 19:22:00,0.133767413
1721762580,2024-07-23 19:23:00,0.15576777
1721762640,2024-07-23 19:24:00,0.18530118
1721762700,2024-07-23 19:25:00,0.220184608
1721762760,2024-07-23 19:26:00,0.256165816
1721762820,2024-07-23 19:27:00,0.285034674
1721762880,2024-07-23 19:28:00,0.300009025
1721762940,2024-07-23 19:29:00,0.320295949
1721763000,2024-07-23 19:30:00,0.306279198
1721763060,2024-07-23 19:31:00,0.285361468
1721763120,2024-07-23 19:32:00,0.268855993
1721763180,2024-07-23 19:33:00,0.240152775
1721763240,2024-07-23 19:34:00,0.203767601
1721763300,2024-07-23 19:35:00,0.163006936
1721763360,2024-07-23 19:36:00,0.135947077
1721763420,2024-07-23 19:37:00,0.090852919
1721763480,2024-07-23 19:38:00,0.038540938
1721763540,2024-07-23 19:39:00,-0.017816778
1721763600,2024-07-23 19:40:00,-0.064784028
1721763660,2024-07-23 19:41:00,-0.107624079
1721763720,2024-07-23 19:42:00,-0.198594214
1721763780,2024-07-23 19:43:00,-0.270794814
1721763840,2024-07-23 19:44:00,-0.316378818
1721763900,2024-07-23 19:45:00,-0.352475929
1721763960,2024-07-23 19:46:00,-0.362700436
1721764020,2024-07-23 19:47:00,-0.346100258
1721764080,2024-07-23 19:48:00,-0.313155956
1721764140,2024-07-23 19:49:00,-0.279564199
1721764200,2024-07-23 19:50:00,-0.250059954
1721764260,2024-07-23 19:51:00,-0.270362212
1721764320,2024-07-23 19:52:00,-0.281592048
1721764380,2024-07-23 19:53:00,-0.283192722
1721764440,2024-07-23 19:54:00,-0.326689629
1721764500,2024-07-23 19:55:00,-0.314774219
1721764560,2024-07-23 19:56:00,-0.309342211
1721764620,2024-07-23 19:57:00,-0.334746282
1721764680,2024-07-23 19:58:00,-0.360008774
1721764740,2024-07-23 19:59:00,-0.400029144
1721827800,2024-07-24 13:30:00,-2.187387222
1721827860,2024-07-24 13:31:00,-3.713588711
1721827920,2024-07-24 13:32:00,-4.891341003
1721827980,2024-07-24 13:33:00,-5.843935066
1721828040,2024-07-24 13:34:00,-6.477196682
1721828100,2024-07-24 13:35:00,-6.827301975
1721828160,2024-07-24 13:36:00,-7.030178749
1721828220,2024-07-24 13:37:00,-7.049581591
1721828280,2024-07-24 13:38:00,-7.022425624
1721828340,2024-07-24 13:39:00,-6.950549858
1721828400,2024-07-24 13:40:00,-6.828988505
1721828460,2024-07-24 13:41:00,-6.69780524
1721828520,2024-07-24 13:42:00,-6.573341939
1721828580,2024-07-24 13:43:00,-6.449752549
1721828640,2024-07-24 13:44:00,-6.292410691
1721828700,2024-07-24 13:45:00,-6.105804839
1721828760,2024-07-24 13:46:00,-5.901189943
1721828820,2024-07-24 13:47:00,-5.719514
1721828880,2024-07-24 13:48:00,-5.537538671
1721828940,2024-07-24 13:49:00,-5.371713685
1721829000,2024-07-24 13:50:00,-5.102432984
1721829060,2024-07-24 13:51:00,-4.905073655
1721829120,2024-07-24 13:52:00,-4.726457956
1721829180,2024-07-24 13:53:00,-4.577326478
1721829240,2024-07-24 13:54:00,-4.39755308
1721829300,2024-07-24 13:55:00,-4.241977306
1721829360,2024-07-24 13:56:00,-4.129030164
1721829420,2024-07-24 13:57:00,-4.065542458
1721829480,2024-07-24 13:58:00,-3.963487503
1721829540,2024-07-24 13:59:00,-3.829993878
1721829600,2024-07-24 14:00:00,-3.775873301
1721829660,2024-07-24 14:01:00,-3.560420732
1721829720,2024-07-24 14:02:00,-3.303492129
1721829780,2024-07-24 14:03:00,-3.066231348
1721829840,2024-07-24 14:04:00,-2.854574253
1721829900,2024-07-24 14:05:00,-2.620317849
1721829960,2024-07-24 14:06:00,-2.417292827
1721830020,2024-07-24 14:07:00,-2.203079002
1721830080,2024-07-24 14:08:00,-1.93324106
1721830140,2024-07-24 14:09:00,-1.744869555
1721830200,2024-07-24 14:10:00,-1.675121287
1721830260,2024-07-24 14:11:00,-1.543151888
1721830320,2024-07-24 14:12:00,-1.442114304
1721830380,2024-07-24 14:13:00,-1.298257344
1721830440,2024-07-24 14:14:00,-1.151608645
1721830500,2024-07-24 14:15:00,-1.016010847
1721830560,2024-07-24 14:16:00,-0.845385669
1721830620,2024-07-24 14:17:00,-0.7724379
1721830680,2024-07-24 14:18:00,-0.692115428
1721830740,2024-07-24 14:19:00,-0.665969725
1721830800,2024-07-24 14:20:00,-0.603194946
1721830860,2024-07-24 14:21:00,-0.518420463
1721830920,2024-07-24 14:22:00,-0.410196346
1721830980,2024-07-24 14:23:00,-0.404866382
1721831040,2024-07-24 14:24:00,-0.455052121
1721831100,2024-07-24 14:25:00,-0.481264285
1721831160,2024-07-24 14:26:00,-0.486145448
1721831220,2024-07-24 14:27:00,-0.456525328
1721831280,2024-07-24 14:28:00,-0.419149731
1721831340,2024-07-24 14:29:00,-0.427848056
1721831400,2024-07-24 14:30:00,-0.446778675
1721831460,2024-07-24 14:31:00,-0.415117152
1721831520,2024-07-24 14:32:00,-0.403920037
1721831580,2024-07-24 14:33:00,-0.373002411
1721831640,2024-07-24 14:34:00,-0.403559799
1721831700,2024-07-24 14:35:00,-0.420508638
1721831760,2024-07-24 14:36:00,-0.466241105
1721831820,2024-07-24 14:37:00,-0.51615069
1721831880,2024-07-24 14:38:00,-0.544984117
1721831940,2024-07-24 14:39:00,-0.572930716
1721832000,2024-07-24 14:40:00,-0.550692515
1721832060,2024-07-24 14:41:00,-0.50995441
1721832120,2024-07-24 14:42:00,-0.429411969
1721832180,2024-07-24 14:43:00,-0.362316758
1721832240,2024-07-24 14:44:00,-0.312033994
1721832300,2024-07-24 14:45:00,-0.312159646
1721832360,2024-07-24 14:46:00,-0.306307555
1721832420,2024-07-24 14:47:00,-0.255944719
1721832480,2024-07-24 14:48:00,-0.209692984
1721832540,2024-07-24 14:49:00,-0.147820623
1721832600,2024-07-24 14:50:00,-0.13994774
1721832660,2024-07-24 14:51:00,-0.101065592
1721832720,2024-07-24 14:52:00,-0.03595433
1721832780,2024-07-24 14:53:00,0.019457106
1721832840,2024-07-24 14:54:00,0.077279091
1721832900,2024-07-24 14:55:00,0.15525268
1721832960,2024-07-24 14:56:00,0.193521985
1721833020,2024-07-24 14:57:00,0.240835862
1721833080,2024-07-24 14:58:00,0.230879089
1721833140,2024-07-24 14:59:00,0.201309777
1721833200,2024-07-24 15:00:00,0.201375873
1721833260,2024-07-24 15:01:00,0.223463261
1721833320,2024-07-24 15:02:00,0.202723028
1721833380,2024-07-24 15:03:00,0.220858482
1721833440,2024-07-24 15:04:00,0.1878779
1721833500,2024-07-24 15:05:00,0.193401627
1721833560,2024-07-24 15:06:00,0.15883017
1721833620,2024-07-24 15:07:00,0.145888656
1721833680,2024-07-24 15:08:00,0.120525491
1721833740,2024-07-24 15:09:00,0.096887393
1721833800,2024-07-24 15:10:00,0.079919796
1721833860,2024-07-24 15:11:00,0.075830428
1721833920,2024-07-24 15:12:00,0.065372598
1721833980,2024-07-24 15:13:00,0.034895694
1721834040,2024-07-24 15:14:00,0.031783639
1721834100,2024-07-24 15:15:00,-0.002151831
1721834160,2024-07-24 15:16:00,-0.009960511
1721834220,2024-07-24 15:17:00,-0.025146679
1721834280,2024-07-24 15:18:00,-0.000461806
1721834340,2024-07-24 15:19:00,0.041219639
1721834400,2024-07-24 15:20:00,0.094147043
1721834460,2024-07-24 15:21:00,0.129755157
1721834520,2024-07-24 15:22:00,0.097143222
1721834580,2024-07-24 15:23:00,0.063298051
1721834640,2024-07-24 15:24:00,0.000968096
1721834700,2024-07-24 15:25:00,0.016738437
1721834760,2024-07-24 15:26:00,0.033753509
1721834820,2024-07-24 15:27:00,0.061792628
1721834880,2024-07-24 15:28:00,0.081460968
1721834940,2024-07-24 15:29:00,0.096245439
1721835000,2024-07-24 15:30:00,0.182252128
1721835060,2024-07-24 15:31:00,0.233160479
1721835120,2024-07-24 15:32:00,0.313465762
1721835180,2024-07-24 15:33:00,0.364035819
1721835240,2024-07-24 15:34:00,0.428225626
1721835300,2024-07-24 15:35:00,0.491186579
1721835360,2024-07-24 15:36:00,0.52215386
1721835420,2024-07-24 15:37:00,0.531052398
1721835480,2024-07-24 15:38:00,0.555752365
1721835540,2024-07-24 15:39:00,0.577011287
1721835600,2024-07-24 15:40:00,0.570865869
1721835660,2024-07-24 15:41:00,0.51319791
1721835720,2024-07-24 15:42:00,0.441499106
1721835780,2024-07-24 15:43:00,0.39266615
1721835840,2024-07-24 15:44:00,0.402980317
1721835900,2024-07-24 15:45:00,0.405671128
1721835960,2024-07-24 15:46:00,0.405549442
1721836020,2024-07-24 15:47:00,0.384080322
1721836080,2024-07-24 15:48:00,0.399131235
1721836140,2024-07-24 15:49:00,0.40522604
1721836200,2024-07-24 15:50:00,0.404186629
1721836260,2024-07-24 15:51:00,0.404749067
1721836320,2024-07-24 15:52:00,0.440463238
1721836380,2024-07-24 15:53:00,0.474592994
1721836440,2024-07-24 15:54:00,0.52416368
1721836500,2024-07-24 15:55:00,0.546641412
1721836560,2024-07-24 15:56:00,0.549750274
1721836620,2024-07-24 15:57:00,0.570363197
1721836680,2024-07-24 15:58:00,0.564010778
1721836740,2024-07-24 15:59:00,0.527398362
1721836800,2024-07-24 16:00:00,0.508346487
1721836860,2024-07-24 16:01:00,0.490338933
1721836920,2024-07-24 16:02:00,0.539246531
1721836980,2024-07-24 16:03:00,0.550558791
1721837040,2024-07-24 16:04:00,0.579591943
